Org,Site ID,Name in EC,Latitude,Longitude,Watercourse (if known),"Catchment (or ""tbc"")"
CPRE,CPRE017,CPRE017: River Arrow @Hergest Court,52.189571,-3.054453,Arrow,Arrow - conf Gladestry Bk to conf Gilwern Bk
CPRE,CPRE018,CPRE018: Hindwell Brook @Rodd Bridge,52.260296,-2.997878,Hindwell Brook,Hindwell Bk - conf Knobley Bk to conf R Lugg
CPRE,CPRE019,CPRE019: River Lugg at Ford Bridge,52.191976,-2.718687,Lugg,Lugg - conf R Arrow to conf R Wye
CPRE,CPRE020,CPRE020: Humber brook at Hampton court,52.170299,-2.701867,Humber Brook,Humber Bk - source to conf R Lugg
CPRE,CPRE021,CPRE021: Humber Brook at Risbury Mill,52.190869,-2.674002,Humber Brook,Humber Bk - source to conf R Lugg
CPRE,CPRE022,CPRE022: Holly Brook at Risbury Hill Fort,52.196125,-2.669415,Holly Brook,Humber Bk - source to conf R Lugg
CPRE,CPRE023,CPRE023: Humber brook at Steensbridge,52.212161,-2.670518,Humber Brook,Humber Bk - source to conf R Lugg
CPRE,CPRE024,CPRE024: Humber brook at Hatfield court,52.226728,-2.625531,Humber Brook,Humber Bk - source to conf R Lugg
CPRE,CPRE025,CPRE025: Humber Brook at Humber Church,52.202447,-2.682415,Humber Brook,Humber Bk - source to conf R Lugg
CPRE,CPRE026,CPRE026: Curl Brook at Byletts Bridge,52.218114,-2.903084,Curl Brook,Curl Bk - source to conf R Arrow
CPRE,CPRE029,CPRE029: River Lugg at Bodenham bridge,52.156245,-2.680828,Lugg,Lugg - conf R Arrow to conf R Wye
CPRE,CPRE030,CPRE030: Bodenham Brook at Lugg confluence,52.156073,-2.67843,Bodenham Brook,Lugg - conf R Arrow to conf R Wye
CPRE,CPRE031,CPRE031: Bodenham Brook at Upper Moor Farm,52.146725,-2.658398,Bodenham Brook,Bodenham Bk - source to conf R Lugg
CPRE,CPRE032,CPRE032: Bodenham Brook at Cornett bridge on A417,52.144377,-2.624717,Bodenham Brook,Bodenham Bk - source to conf R Lugg
CPRE,CPRE035,CPRE035: Millcroft Brook at Brockington Rd Bodenham,52.155816,-2.668193,Millcroft Brook,Lugg - conf R Arrow to conf R Wye
CPRE,CPRE039,CPRE039: River Lugg at Marden,52.125335,-2.705153,Lugg,Lugg - conf R Arrow to conf R Wye
CPRE,CPRE040,CPRE040: Wellington brook at Wellington ford,52.130289,-2.735559,Wellington Brook,Wellington Bk - source to conf R Lugg
CPRE,CPRE041,CPRE041: Wellington Brook at Wellington Mill,52.12986,-2.749468,Wellington Brook,Wellington Bk - source to conf R Lugg
CPRE,CPRE042,CPRE042: Wellington Brook at Kinford Farm bridge,52.140053,-2.781623,Wellington Brook,Wellington Bk - source to conf R Lugg
CPRE,CPRE043,CPRE043: Wellington Brook at Canon Pyon Bridge,52.136749,-2.787558,Wellington Brook,Wellington Bk - source to conf R Lugg
CPRE,CPRE044,CPRE044: Wellington Brook at Full Bridge,52.145727,-2.790261,Wellington Brook,Wellington Bk - source to conf R Lugg
CPRE,CPRE045,CPRE045: Wellington Brook at King's Pyon,52.153455,-2.820555,Wellington Brook,Wellington Bk - source to conf R Lugg
CPRE,CPRE046,"CPRE046: Moreton Brook, nr Wergins Stone",52.090753,-2.6882,Moreton Brook,Moreton Bk - source to conf R Lugg
CPRE,CPRE047,CPRE047: Moreton brook at moreton on Lugg,52.108304,-2.715538,Moreton Brook,Moreton Bk - source to conf R Lugg
CPRE,CPRE049,CPRE049: River Lugg at Wergins Bridge,52.098191,-2.689212,Lugg,Lugg - conf R Arrow to conf R Wye
CPRE,CPRE050,CPRE050: Little Lugg at Sutton Marsh bridge,52.091886,-2.659697,Little Lugg,Little Lugg - source to conf R Lugg
CPRE,CPRE051,"CPRE051: Little Lugg at Wyatt Road, Cross Keys",52.095752,-2.654242,Little Lugg,Little Lugg - source to conf R Lugg
CPRE,CPRE052,CPRE052: Little Lugg at Tumpy Lakes cottage,52.119666,-2.659187,Little Lugg,Little Lugg - source to conf R Lugg
CPRE,CPRE053,CPRE053: Little Lugg at Preston Marsh bridge,52.109867,-2.63991,Little Lugg,Little Lugg - source to conf R Lugg
CPRE,CPRE054,CPRE054: River Lodon at Ark cottage,52.085715,-2.548845,Lodon,Lodon - source to conf R Frome
CPRE,CPRE055,CPRE055: Withington Marsh Brook at Withington Marsh Bridge,52.093608,-2.634058,Withington Marsh Brook,Withington Marsh Bk - source to conf R Little Lugg
CPRE,CPRE056,CPRE056: River Lodon at Bridge End Much Cowarne,52.119795,-2.545278,Lodon,Lodon - source to conf R Frome
CPRE,CPRE057,CPRE057: River Lodon at Stoke Lacy Mill,52.141315,-2.558693,Lodon,Lodon - source to conf R Frome
CPRE,CPRE059,CPRE059: River Lugg at Lugwardine bridge,52.046542,-2.645127,Lugg,Lugg - conf R Arrow to conf R Wye
CPRE,CPRE060,CPRE060: River Frome at Longworth mill,52.049869,-2.634952,Frome,Frome - conf Tedstone Bk to conf R Lugg
CPRE,CPRE061,"CPRE061: River Frome, bridge nr Stoke Edith",52.074534,-2.586851,Frome,Frome - conf Tedstone Bk to conf R Lugg
CPRE,CPRE062,CPRE062: River Frome at Watery Lane Little Yarkhill,52.081225,-2.565154,Frome,Frome - conf Tedstone Bk to conf R Lugg
CPRE,CPRE064,CPRE064: River Frome at Five Bridges,52.119295,-2.499991,Frome,Frome - conf Tedstone Bk to conf R Lugg
CPRE,CPRE065,CPRE065: River Frome at Kingstone Bridge Bishops Frome EA FGS,52.136895,-2.488938,Frome,Frome - conf Tedstone Bk to conf R Lugg
CPRE,CPRE066,CPRE066: River Frome at Avenbury Bridge,52.174423,-2.494575,Frome,Frome - conf Tedstone Bk to conf R Lugg
CPRE,CPRE067,CPRE067: River Frome at DRM garage Bromyard,52.191213,-2.501424,Frome,Frome - conf Tedstone Bk to conf R Lugg
CPRE,CPRE068,CPRE068: River Frome at Bromyard Sports Club,52.19783,-2.512967,Frome,Frome - source to conf Tedstone Bk
